"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States",,"2018-05-03","true","132","B01NGT7OG5","5","It works for my sensitive teeth and is available for monthly shipments. That's a good deal for me.",,,"","It works.","https://www.amazon.com/gp/customer-reviews/R328OMT96XO31P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on May 3, 2018",""
"United States",,"2020-04-21","true","133","B01NGT7OG5","5","Fast ship",,,"","Fast shipping","https://www.amazon.com/gp/customer-reviews/R35GS8MRC6WQ15/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on April 21, 2020",""
"United States",,"2020-03-07","true","134","B01NGT7OG5","5","Will purchase again",,,"","Excellent product","https://www.amazon.com/gp/customer-reviews/RZUEBMUT3TR7R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on March 7, 2020",""
"United States",,"2018-02-16","true","135","B01NGT7OG5","5","Very soothing and also refreshing. I can't use paste of any kind and this gel is perfect.",,,"One person found this helpful","Freshens and soothes","https://www.amazon.com/gp/customer-reviews/R1AET3VMEQQDW5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on February 16, 2018",""
"United States",,"2022-11-15","true","136","B01NGT7OG5","1","Box came opened. No seal under the cap either. Obviously a used item sold as ""new"". Would rate 0 stars if I could",,,"","Opened","https://www.amazon.com/gp/customer-reviews/R2ZLJZDV3LIFDV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on November 15, 2022",""
"United States",,"2019-03-24","true","137","B01NGT7OG5","5","You may not realize it until you run out",,,"","It works","https://www.amazon.com/gp/customer-reviews/R24WZ49OE6D2RT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on March 24, 2019",""
"United States",,"2019-07-11","true","138","B01NGT7OG5","5","Bit pricy, but still the best toothpaste.",,,"","Very good m","https://www.amazon.com/gp/customer-reviews/R2EA3CVQ4LZXJQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on July 11, 2019",""
"United States",,"2018-02-15","true","139","B01NGT7OG5","5","Only toothpaste we will use, takes some time to start working but does wonders for sensitive teeth",,,"One person found this helpful","Five Stars","https://www.amazon.com/gp/customer-reviews/RCYQHXGIQV3F2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on February 15, 2018",""
"United States",,"2020-01-27","true","140","B01NGT7OG5","5","Siempre la utilizo",,,"","Me encanta","https://www.amazon.com/gp/customer-reviews/RTLJQQP2K97HV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on January 27, 2020",""
"United States",,"2018-07-30","true","191","B01NGT7OG5","5","Liked it",,,"","Sensodyne","https://www.amazon.com/gp/customer-reviews/RDH9DNA7BISB3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on July 30, 2018",""
"United States",,"2018-05-28","true","192","B01NGT7OG5","5","Helps me teeth",,,"","Five Stars","https://www.amazon.com/gp/customer-reviews/R3ED5TBY36V03U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on May 28, 2018",""
"United States",,"2017-09-18","true","193","B01NGT7OG5","1","This product needs a disclaimer. I have a severe gagging reflex when brushing with most tooth paste. When I use sensodyne true white mint or extra fresh they don't cause me to gag. I have no idea why but it's great. I thought I would try sensodyne deep clean. I mean they're both sensodyne so my brushing expirence should be similar, right.....WRONG! It was horrible and I was gagging for 20min during and after brushing. It's hard to believe, but not all sensodyne tooth paste are created equal.",,,"One person found this helpful","Don't choke on soft greenish paste!","https://www.amazon.com/gp/customer-reviews/R375ZMGK3NHCEZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on September 18, 2017",""
"United States",,"2018-02-10","true","194","B01NGT7OG5","5","My favorite. Not gritty.",,,"","Not abrasive.","https://www.amazon.com/gp/customer-reviews/R2I21CH5557VGX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on February 10, 2018",""
"United States",,"2018-03-16","true","195","B01NGT7OG5","5","It really works",,,"","Five Stars","https://www.amazon.com/gp/customer-reviews/R3BUCZMUY2OUOI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on March 16, 2018",""
"United States",,"2018-05-19","true","196","B01NGT7OG5","5","Great",,,"","Five Stars","https://www.amazon.com/gp/customer-reviews/R1MM7HCNZOMEEV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on May 19, 2018",""
"United States",,"2022-06-17","true","197","B01NGT7OG5","1","The box was open and no safety seal on the toothpaste. Had to throw it away, do not buy",,,"","No seal on toothpaste- DO NOT BUY","https://www.amazon.com/gp/customer-reviews/R2LSKU6PONHOSG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on June 17, 2022",""
"United States",,"2018-02-01","true","198","B01NGT7OG5","5","I love it",,,"","Five Stars","https://www.amazon.com/gp/customer-reviews/R1LAFCRN8C83PN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on February 1, 2018",""
"United States",,"2018-03-27","true","199","B01NGT7OG5","5","Perfect!",,,"","Five Stars","https://www.amazon.com/gp/customer-reviews/R2JHCS7TZFHOZ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on March 27, 2018",""
"United States",,"2017-09-04","true","200","B01NGT7OG5","5","Clean shiney teeth.",,,"","Five Stars","https://www.amazon.com/gp/customer-reviews/R2URIFC5Y018FL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on September 4, 2017",""
"United States",,"2022-08-20","true","11","B01NGT7OG5","5","Great product if you have sensitive teeth.",,,"","Very good toothpaste","https://www.amazon.com/gp/customer-reviews/R1NY9HPI9VM4U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on August 20, 2022",""
"United States",,"2022-07-18","true","12","B01NGT7OG5","5","That I can ONLY find blue DEEP CLEAN on AMAZON 😃 and don’t ever stop carrying this item!!!!💕💕💕",,,"3 people found this helpful","BEST FLAVOR TOOTHPASTE","https://www.amazon.com/gp/customer-reviews/R1ZV93V16TS74E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on July 18, 2022",""
"United States",,"2022-06-27","true","13","B01NGT7OG5","5","It's nice toothpaste",,,"One person found this helpful","Good","https://www.amazon.com/gp/customer-reviews/R6MA8N8Z4IV97/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on June 27, 2022",""
"United States",,"2020-07-21","true","14","B01NGT7OG5","5","Good product, really get rid off the odor from mouth very well, especially after some heavy meals. Each use gives mouth a refreshing and clean feel. The flavor is very mild, not overwhelming, definitely good for people wit sensitive teeth.  One of the best toothpaste ever used. Just feels like a bit small, I thought it could last 3 months, but only a lasted little over 2 months. Bought in May. I usually do morning and night. I am gona tried to ordered the 4 package one next time instead.",,,"3 people found this helpful","Very good.","https://www.amazon.com/gp/customer-reviews/RUGX6J1MUO1CS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on July 21, 2020",""
"United States",,"2022-04-28","true","15","B01NGT7OG5","5","I use Sensodyne for mouth sensitivity. It really helps.",,,"","Love the deep clean around my teeth and gums!","https://www.amazon.com/gp/customer-reviews/R2JYSHK5A0LKWT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on April 28, 2022",""
"United States",,"2022-05-14","true","16","B01NGT7OG5","5","Great for sensitivity !!",,,"","use product all the time","https://www.amazon.com/gp/customer-reviews/R14FRAA1S4DDES/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on May 14, 2022",""
"United States",,"2021-04-23","true","17","B01NGT7OG5","5","My teeth and gums have become more sensitive over the years. My dentist recommended I switch to Sensodyne to alleviate that. It’s a gel instead of their usual white toothpaste. It also has more of a mint taste as well. I tried a few of them but this is by far my favorite from their line!",,,"","My favorite from the Sensodyne line","https://www.amazon.com/gp/customer-reviews/RPZ86VS227I6Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on April 23, 2021",""
"United States",,"2022-02-25","true","18","B01NGT7OG5","5","I prefer gel toothpaste and most the other Sensodyne products are paste. I works for me!",,,"","Gel Toothpaste","https://www.amazon.com/gp/customer-reviews/R18M9JTLP1QITC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on February 25, 2022",""
"United States",,"2022-05-04","true","19","B01NGT7OG5","5","Worked as expected",,,"","Worked as expected.","https://www.amazon.com/gp/customer-reviews/RZ2T23XUP233Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on May 4, 2022",""
"United States",,"2020-05-28","true","20","B01NGT7OG5","4","I've been using Sensodyne products for years, but as soon as this product touched my teeth, my teeth would hurt, after some time my teeth got used it to it but you're gonna need to use a very small amount if you have extremely sensitive teeth, however, the sensodyne extra whitening is still my favorite and next time i will get it instead. Thanks",,,"","Don't use too much of it","https://www.amazon.com/gp/customer-reviews/RXPDPYZI5MVWE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on May 28, 2020",""
"United States","🇺🇸","2020-02-02","false","261","B01NGT7OG5","1","Irritated my gums. Have used Sensodyne for many years & this formulation is the only one that iterates my sensitive teeth & mouth.Very disappointed.",,,"One person found this helpful","Irritated Gums","https://www.amazon.com/gp/customer-reviews/R2758XB1HH4K0I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States 🇺🇸 on February 2, 2020",""
"United States","🇺🇸","2018-01-02","false","262","B01NGT7OG5","1","I started using sensodyne because it didn't contain sodium laurel sulfate but now they've added it to this formulation. My dentist used to recommend this brand for SLS-sensitive patients. Be careful!",,,"3 people found this helpful","Now contains SLS","https://www.amazon.com/gp/customer-reviews/R3OE3N2T3ISGWV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States 🇺🇸 on January 2, 2018",""
"United States","🇺🇸","2022-01-25","true","263","B01NGT7OG5","5","If I stop using this my teeth get sensitive. Sometimes after whitening I rub a thick amount of this on my teeth and leave as long as possible. Really helps",,,"","I have sensitive teeth","https://www.amazon.com/gp/customer-reviews/R63ML6QYQLC3W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States 🇺🇸 on January 25, 2022",""
"United States","🇺🇸","2020-10-19","true","264","B01NGT7OG5","5","I prefer a gel toothpaste. This one is great.",,,"","Great for sensitive teeth.","https://www.amazon.com/gp/customer-reviews/REHLH7LU9EGWS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States 🇺🇸 on October 19, 2020",""
"United States","🇺🇸","2020-05-26","true","265","B01NGT7OG5","5","It works for teeth sensitivity.",,,"","Would buy again.","https://www.amazon.com/gp/customer-reviews/R2SK70L8XUUJ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States 🇺🇸 on May 26, 2020",""
"United States","🇺🇸","2020-12-29","true","266","B01NGT7OG5","5","Fantastic",,,"","Fantastic","https://www.amazon.com/gp/customer-reviews/R47RV1HKM27L1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States 🇺🇸 on December 29, 2020",""
"United States","🇺🇸","2023-01-21","true","267","B01NGT7OG5","5","I bought this because it doesn’t have titanium dioxide which studies say is cancer causing. Titanium dioxide is outlawed in Europe. I didn’t get it for the whitening but it seems fine. Not crazy about the taste, but it does stop the sensitivity which is number one on my list.",,,"","It stops the sensitivity","https://www.amazon.com/gp/customer-reviews/R15XVDLG53OD0X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States 🇺🇸 on January 21, 2023",""
"United States","🇺🇸","2019-09-05","true","268","B01NGT7OG5","5","Excellent value for the money",,,"","Excellent value for the moneyMy third re-order","https://www.amazon.com/gp/customer-reviews/RQXALCHG7WDV2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States 🇺🇸 on September 5, 2019",""
"United States","🇺🇸","2020-06-26","true","269","B01NGT7OG5","4","Ok",,,"","The right one","https://www.amazon.com/gp/customer-reviews/R3B01BT9T9V3NV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States 🇺🇸 on June 26, 2020",""
"United States","🇺🇸","2020-05-17","false","270","B01NGT7OG5","3","I can’t tell if it helps with tartar but I can tell it definitely doesn’t whiten my teeth. The price isn’t very good. I would choose other brands over this","https://images-na.ssl-images-amazon.com/images/I/81XoYq5m6rL._SY88.jpg",,"","Doesn’t help with tartar","https://www.amazon.com/gp/customer-reviews/R4HJUW6H7DBQE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States 🇺🇸 on May 17, 2020",""
"United States",,"2017-10-27","true","211","B01NGT7OG5","2","The taste isn't particularly great and the whitening power leaves a lot to be desired. Also, I haven't noticed any difference with my teeth sensitive. I wouldnt buy this again.",,,"One person found this helpful","The taste isn't particularly great and the whitening power leaves a lot to be ...","https://www.amazon.com/gp/customer-reviews/R20Z9VH15D5AQ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on October 27, 2017",""
"United States",,"2018-05-03","true","212","B01NGT7OG5","2","Works well to make my teeth less sensitive to cold beverages and foods but the mint is way too stron and burns my lips and mouth.",,,"","Too minty","https://www.amazon.com/gp/customer-reviews/RB4AQ58GEZUJ4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on May 3, 2018",""
"United States",,"2019-11-09","true","213","B01NGT7OG5","1","Warning!! This product is not authentic or has been tampered with!!!! The foil covering in the tube is NOT the authentic seal.  The toothpaste should be white and is a beige color instead. I’ve used Sensodyne for many years and this is NOT the real thing.","https://images-na.ssl-images-amazon.com/images/I/61LV0aiQ6dL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/61eAoKGzXwL._SY88.jpg","3 people found this helpful","Buyer Beware!!","https://www.amazon.com/gp/customer-reviews/R2HYKJUR9322IL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on November 9, 2019",""
"United States",,"2022-10-07","false","214","B01NGT7OG5","5","I love this tooth paste. It gets rid of all my plaque. It works great on my sensitive teeth. I'll always use this tooth paste.",,,"","Great!!","https://www.amazon.com/gp/customer-reviews/R20G2GU941557G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on October 7, 2022",""
"United States",,"2022-09-18","false","215","B01NGT7OG5","5","Love that this toothpaste does not have Titanium Dioxide.  Too bad there isn't a color additive free version",,,"One person found this helpful","No Titanium Dioxide","https://www.amazon.com/gp/customer-reviews/R35NMOXIZ4H7IF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NGT7OG5","Reviewed in the United States on September 18, 2022",""
