"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2022-12-17","true","74","B07YXDVT9W","5","Wish it was bigger size for the money.",,,"","NIce but expensive!","https://www.amazon.com/gp/customer-reviews/R8C7F4VG11FAS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 17, 2022","Flavor Name: WhiteningSize: 3.4 Ounce"
"United States","🇺🇸","2022-12-20","true","75","B07YXDVT9W","5","Goodnfor sensitive teeth n gums.",,,"","Great","https://www.amazon.com/gp/customer-reviews/R2V1O217THI1Q6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 20, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2022-12-04","true","76","B07YXDVT9W","5","I do not have that much pain  after  using this paste.Recommend it.",,,"","Decreases pain.","https://www.amazon.com/gp/customer-reviews/R4W94X1G1Y2EK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 4, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2022-08-04","true","77","B07YXDVT9W","4","I have used it since that time.  I use at night and regular toothpaste during in the morning.  Makes it last longer as it is pricey.",,,"","My dentist recommended and gave me a sample","https://www.amazon.com/gp/customer-reviews/RMYJDF6AOMEXA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 4, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2014-10-29","true","78","B07YXDVT9W","5","An update on this product which I have now been using for almost a month.  It is missing Novamin but  has definitely helped with the sensitivity in my one tooth, maybe even more so than the UK version.  It is slightly stickier so if you brush without adding water, the toothpaste clings to the sensitive area more easily and is in my opinion more effective.  I also find it easier to rub a bit of the US version onto the sensitive tooth and it stays there for a while.  Unless you have sever dry mouth, you do not need to add water to toothpaste as it just dilutes it.  This product does not deserve the bad reviews - I wonder whether some reviewers even tried it or just gave it bad reviews because it does not contain Novamin.  I will continue to use it and now have to think twice about buying the UK version next month.  - Older review:  I previously bought mine in the UK, love it for sensitivity but have run out so searched and saw some bad reviews so did some research.  It turns out that the FDA would not approve the use of the most important ingredients Novamin so I will keep buying it in the UK.  I guess that it why some people are not finding it as effective as it should be.  See article below.  I do think Sensodyne works very well so this product will probably help but just a pity it will not work as well as the UK version.  I purchased a tube so see me through until I go to the UK and to compare.  If you have a particularly sensitive spot, apply some toothpaste to the root area, leave it there and do not drink or eat anything for as long as possible.  It will definitely help with more severe sensitivity.http://ceramics.org/ceramic-tech-today/biomaterials/gsk-drops-ball-with-puzzling-us-release-of-sensodyne-repair-protect-sans-45s5-glass",,,"6 people found this helpful","I have used both UK & US Product","https://www.amazon.com/gp/customer-reviews/R2C5R3OOX9QOMN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on October 29, 2014","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2022-12-14","true","79","B07YXDVT9W","5","Love sensodyne MD recommended!",,,"One person found this helpful","Works well with sensitive issues","https://www.amazon.com/gp/customer-reviews/R2V97FWL7KZWVW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 14, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2022-11-22","true","80","B07YXDVT9W","5","I use this product as referred from my dentist. It works! I am satisfied and content.",,,"","I received my order timely","https://www.amazon.com/gp/customer-reviews/R1D6D4NYHDRQA5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on November 22, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2021-04-22","true","351","B07YXDVT9W","5","I like this toothpaste.  My teeth don't have sensitive problems and the toothpaste has a nice taste.",,,"","A good toothpaste","https://www.amazon.com/gp/customer-reviews/R2ION9SRF6PFPL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on April 22, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2021-05-25","true","352","B07YXDVT9W","4","Works",,,"","Works","https://www.amazon.com/gp/customer-reviews/R31DQBZSL4GK7O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on May 25, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2021-05-16","true","353","B07YXDVT9W","5","The only toothpaste that really works when it comes to sensitivy. I can drink cold water without issue.",,,"","It works","https://www.amazon.com/gp/customer-reviews/RZXH4T43TIURO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on May 16, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2021-01-15","true","354","B07YXDVT9W","4","Toothpaste for sensitive teeth, it fulfilled my expectations.",,,"","Product worked","https://www.amazon.com/gp/customer-reviews/R3R0MFZZC2ZZQO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 15, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2021-01-10","true","355","B07YXDVT9W","5","I like this stuff whish it was a bigger tube but it works thats what I like I could say it all day it works",,,"One person found this helpful","Best stuff","https://www.amazon.com/gp/customer-reviews/R18TSVOPMYPF32/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 10, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2021-06-30","true","356","B07YXDVT9W","5","Like the feeling of not having so much sensitivity with meals and hot and cold!",,,"","Great product","https://www.amazon.com/gp/customer-reviews/R3ATGXGN14PS5C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on June 30, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2021-06-29","true","357","B07YXDVT9W","5","Great for sensitivity. I always find myself coming back to using this brand.",,,"","great","https://www.amazon.com/gp/customer-reviews/R11DET4NCQWXZ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on June 29, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2020-12-09","true","358","B07YXDVT9W","5","I whiten my teeth with whitestrips often, and whenever I do, I rely on this toothpaste to keep my sensitive teeth from hurting.  It definitely does the trick.",,,"","Great for tooth sensitivity","https://www.amazon.com/gp/customer-reviews/R3QS4MOZE0KDEN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 9, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2021-03-12","true","359","B07YXDVT9W","5","I buy Sensodyne for my wife. We have tried other kinds but this is all she will use now.",,,"","Great for sensitive teeth!","https://www.amazon.com/gp/customer-reviews/R2BGQQRMEETEW1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on March 12, 2021","Flavor Name: WhiteningSize: 3.4 Ounce"
"United States","🇺🇸","2021-11-11","true","360","B07YXDVT9W","5","You pay more at the store",,,"","Always a great value","https://www.amazon.com/gp/customer-reviews/R2IYOXCE7NDW1D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on November 11, 2021","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2020-04-08","true","221","B07YXDVT9W","4","Sensodyne is a brand I've stuck with for quite some time now, I find it helps more than other toothpastes in regards to my sensitivity. The only issue I found was that although the price was better through here, the tubes were only filled 2/3rds of the way and are a much more watery consistency. A little disappointed, however it still tastes the same so it isn't entirely useless to me. Probably wouldn't order from here again though.",,,"","Disappointed with the overall product","https://www.amazon.com/gp/customer-reviews/R2SI9C5344ZYCW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on April 8, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2021-02-24","true","222","B07YXDVT9W","5","This toothpaste made a difference as i get older my teeth have become fragile and this has saved me from losing my teeth and keeping my gums healthy. This is a great product for sure. It tastes good and feels good in my mouth.02.23.2021I just keep reordering this product. It works well and it is a good price.11.17.2021",,,"","Sensodyne Repair & Protect","https://www.amazon.com/gp/customer-reviews/R2S6GQXIATGWGG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on February 24, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States",,"2022-02-26","true","223","B07YXDVT9W","5","I'll never go back to the other brands of toothpaste. Sensodyne is life itself for me and my family.",,,"","Game changer.","https://www.amazon.com/gp/customer-reviews/RYK3KJ9X5ZORU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on February 26, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States",,"2021-11-27","true","224","B07YXDVT9W","5","my love says he feels as if it makes your enamel thicker. it stops the pain immediately. we use at least 2 tubes a month.",,,"","the new deep repair works even better","https://www.amazon.com/gp/customer-reviews/RAVDAU9FV4YWB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on November 27, 2021","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2022-03-09","true","225","B07YXDVT9W","5","Amazing toothpaste for sensitive teeth and gums and good value and minty flavor too",,,"","Great toothpaste","https://www.amazon.com/gp/customer-reviews/R27UXRA9SWN1B4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on March 9, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2019-09-07","true","226","B07YXDVT9W","4","Whitens and helps with sensitivity, but burns my tongue to the point I can't taste anymore.I don't usually write reviews, but I should say this as a warning. This toothpaste really works, it really is great for teeth sensitivity and (very surprisingly) whitening. My teeth whitened even more, even though they already are white. The side effect is that it burns parts of my mouth like under my tongue and the interior of my lips. About half of my tongue can't taste salt/sweet anymore. I guess I'll use it periodically, it's definitely not something I want to keep on using on a long term.",,,"52 people found this helpful","Works well but kills my tongue","https://www.amazon.com/gp/customer-reviews/R4FZHXW6UBIHD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on September 7, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2022-03-07","true","227","B07YXDVT9W","5","Good value for the money. Sensodyne is the only toothpaste that stops my tooth sensitivity.",,,"One person found this helpful","No sensitivity","https://www.amazon.com/gp/customer-reviews/R82MSLA69UD8X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on March 7, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States",,"2022-01-18","true","228","B07YXDVT9W","5","Being up in age, I needed tooth whitening that is easy on the gums and teeth. Sensodyne was a perfect match and has a pleasant flavor.",,,"2 people found this helpful","Great Tooth Whitening with no Pain","https://www.amazon.com/gp/customer-reviews/R1JI30SHYWZ3S1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on January 18, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States",,"2022-05-20","true","229","B07YXDVT9W","5","My teeth",,,"","Great product to keep your teeth strong","https://www.amazon.com/gp/customer-reviews/R1B9HIELGRMMXZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on May 20, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States",,"2022-05-05","true","230","B07YXDVT9W","5","I do not like it","https://m.media-amazon.com/images/I/412IES7EaBL._SY88.jpg",,"4 people found this helpful","It burned the inside of my lips had a bad reaction to it I do not think this the original sensodyne","https://www.amazon.com/gp/customer-reviews/R36T5AU2AN8MZ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on May 5, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2020-07-19","true","641","B07YXDVT9W","5","Toothpaste to brush your teeth.. does it's purpose.",,,"One person found this helpful","Good Value","https://www.amazon.com/gp/customer-reviews/R26W7LGU88YFKV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on July 19, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2021-01-27","true","642","B07YXDVT9W","5","Great stuff",,,"","Great stuff","https://www.amazon.com/gp/customer-reviews/RETVGOMSX16N1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 27, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2020-08-27","true","643","B07YXDVT9W","5","Good price, and actually whitens my teeth.",,,"","Good value","https://www.amazon.com/gp/customer-reviews/R1WKE24O241BZQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 27, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2021-01-26","true","644","B07YXDVT9W","5","great toothpaste",,,"","switched and won't go back","https://www.amazon.com/gp/customer-reviews/R25DWZ55I045CQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 26, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-08-20","true","645","B07YXDVT9W","5","I can feel my gum getting better",,,"","No more sensitivity","https://www.amazon.com/gp/customer-reviews/R1AUV0XTPKSOAP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 20, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-08-23","true","646","B07YXDVT9W","5","I like how clean feel my mouth",,,"","N/A","https://www.amazon.com/gp/customer-reviews/R2D03IEOQPJ2E1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 23, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-12-22","true","647","B07YXDVT9W","5","Value for money",,,"","Good","https://www.amazon.com/gp/customer-reviews/RH9XTGF9IZLZD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 22, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2021-01-17","true","648","B07YXDVT9W","5","Good stuff!",,,"","Happy with purchase","https://www.amazon.com/gp/customer-reviews/R2MTJRMYWFAI2D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 17, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2020-10-09","true","649","B07YXDVT9W","5","Great toothpaste for sensitive teeth!",,,"One person found this helpful","Great!","https://www.amazon.com/gp/customer-reviews/R1WIJC5GLJV0A7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on October 9, 2020","Flavor Name: WhiteningSize: 3.4 Ounce"
"United States","🇺🇸","2020-08-11","true","650","B07YXDVT9W","1","Even if I’m not a fan of something, I don’t write a review, but this time I felt obligated.For the last few months, I’ve been complaining to my fiancé that my mouth felt funny. Specifically my tongue. It felt kind of numb/tingly/burnt. I couldn’t figure out what was causing it. Then I remembered i switched my toothpaste...about three months prior to this one. I stopped using it about a month ago and my tongue is slowly starting to feel a little more normal.Reading other reviews, I did see a couple others complain of something similar, but I’m guessing it’s not common. Just beware that if you start noticing something odd, just stop using it right away. Not sure if it’s some strange allergy or not, but my guess it’s not a good thing and it’s actually quite uncomfortable.",,,"15 people found this helpful","Numb/tingly/burnt tongue for months!!","https://www.amazon.com/gp/customer-reviews/R2V0V8P9TZQJX5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 11, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2020-11-04","true","621","B07YXDVT9W","5","Good for sensitive teeth. Also whitens",,,"One person found this helpful","Good product","https://www.amazon.com/gp/customer-reviews/R7BATHN3V1D4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on November 4, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States",,"2018-12-05","true","622","B07YXDVT9W","5","This stops the pain, when you have brushed  a lot of the enamel off your teeth. We use a tube each week.",,,"","A miracle","https://www.amazon.com/gp/customer-reviews/R1N8U0HBIQV9VG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on December 5, 2018","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2020-03-16","true","623","B07YXDVT9W","5","Sensodyne Repair & Protect you get a lot of tooth paste for your dollars. Taste is also great.",,,"","Sensodyne Repair & Protect = A Value","https://www.amazon.com/gp/customer-reviews/R25KKTAAXF3FTB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on March 16, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2021-03-21","true","624","B07YXDVT9W","5","sensodyne",,,"One person found this helpful","good value","https://www.amazon.com/gp/customer-reviews/R29ZM5CLXA33Z3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on March 21, 2021","Flavor Name: WhiteningSize: 3.4 Ounce"
"United States",,"2020-12-24","true","625","B07YXDVT9W","5","Perfect for the money",,,"","Bulk packed is good","https://www.amazon.com/gp/customer-reviews/R1NWK8505OYNJ4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on December 24, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States",,"2021-02-17","true","626","B07YXDVT9W","5","Works good.",,,"One person found this helpful","Works","https://www.amazon.com/gp/customer-reviews/R30K6T2SYZKXC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on February 17, 2021","Flavor Name: WhiteningSize: 3.4 Ounce"
"United States",,"2021-02-15","true","627","B07YXDVT9W","5","Excellent product",,,"","Happy","https://www.amazon.com/gp/customer-reviews/RDJQQFBGQSGAQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on February 15, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2020-05-22","true","628","B07YXDVT9W","5","Really love this toothpaste. I whiten my teeth it gets rid of all sensitivity.",,,"","Works super good","https://www.amazon.com/gp/customer-reviews/RUQBDH9QLZA7W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on May 22, 2020","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2020-12-16","true","629","B07YXDVT9W","5","Definitely helped with sensitivity!’",,,"","Worked for me after just one brushing.","https://www.amazon.com/gp/customer-reviews/R2ECORJIV4FS2W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on December 16, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
