"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2022-01-13","true","91","B095Z6SVNB","5","Nothing to dislike, it’s everything it’s supposed to be.",,,,"","Very convenient shopping.","https://www.amazon.com/gp/customer-reviews/R390RKZ3WKBIXZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on January 13, 2022",""
"United States","🇺🇸","2021-09-20","true","92","B095Z6SVNB","5","Very good product.  Gentle on sensitive gums & teeth.Was delivered promptly.  Packaging was very good.Price is a good value.",,,,"","Gentle on gums","https://www.amazon.com/gp/customer-reviews/R4WQBUZW6UZ7X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on September 20, 2021",""
"United States","🇺🇸","2022-04-24","true","93","B095Z6SVNB","3","The smell left on the tongue after brushing is too strong",,,,"One person found this helpful","Too strong","https://www.amazon.com/gp/customer-reviews/R1AYNG7AE8YLFH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on April 24, 2022",""
"United States","🇺🇸","2022-08-25","true","94","B095Z6SVNB","2","This is not the first time. All the toothpaste boxes are open and not covered with nylon. The toothpaste is unsealed. How on earth can one trust what kind and quality of toothpaste is that. Never again",,,,"","Who knows what’s inside","https://www.amazon.com/gp/customer-reviews/R1SODFSBYZPS1D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on August 25, 2022",""
"United States","🇺🇸","2021-10-29","true","95","B095Z6SVNB","5","Saved $’s buying it on line",,,,"","Great value","https://www.amazon.com/gp/customer-reviews/R1BUZJPLSDF09M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on October 29, 2021",""
"United States","🇺🇸","2022-08-08","true","96","B095Z6SVNB","2","I buy Pronamel at Costco for about the price I paid for this order. Costco’s tubes have more ounces. I was somewhat disappointed.",,,,"","Smaller than expected","https://www.amazon.com/gp/customer-reviews/R3PZT94WZ9MM67/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on August 8, 2022",""
"United States","🇺🇸","2021-08-25","true","97","B095Z6SVNB","5","Recommended by my dentist",,,,"","Non whitening","https://www.amazon.com/gp/customer-reviews/RGBMQ7H5H498H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on August 25, 2021",""
"United States","🇺🇸","2021-08-17","true","98","B095Z6SVNB","5","A good buy.",,,,"","As advertized","https://www.amazon.com/gp/customer-reviews/RXU2E9AQNWRFM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on August 17, 2021",""
"United States","🇺🇸","2012-10-13","true","99","B095Z6SVNB","5","As I've gotten older, my teeth have become more and more sensitive. I've tried other toothpaste for sensitive teeth - incl other Sensodyne products - and while they have helped a bit, none have been as effective as this new product from Sensodyne. Not only has it helped me almost 100%, it's done so very quickly, producing noticeable improvement in my sensitivity in just a few days. Thanks, Sensodyne!",,,,"","this product works!","https://www.amazon.com/gp/customer-reviews/RSGUAL6B2DMC3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on October 13, 2012",""
"United States","🇺🇸","2022-09-11","true","100","B095Z6SVNB","1","I ordered a pack of 4, but only received 2. The box of 2 that I received looks like it’s been opened and then hastily taped back together with packing tape. On top of that, the description said that it was fresh breath, but the one I received is different.","https://m.media-amazon.com/images/I/71miel5F4DL._SY88.jpg",,,"3 people found this helpful","BUYER BEWARE","https://www.amazon.com/gp/customer-reviews/R1WD6LV6NDK7H0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on September 11, 2022",""
"United States",,"2021-10-18","false","151","B095Z6SVNB","5","I have used Pronamel Gentle Whitening for a couple of years now and liked it. Have switched to this one, and on first use it made my tongue a little bit numb the first few uses. I’m not sure what ingredient causes this but it’s a sensation I’ve pretty easily grown accustomed to. The flavor is nice and gentle. It leaves a tingling in my mouth similar to when I use Listerine. My teeth and tongue feel nice and clean after using it.",,,,"","Works as well as other varieties of Pronamel I’ve tried.","https://www.amazon.com/gp/customer-reviews/R34T6HQVVQNK5F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on October 18, 2021",""
"United States",,"2021-11-01","false","152","B095Z6SVNB","5","My wife turned me onto using Sensodyne toothpaste to help with sensitivity with very cold drinks or foods like ice cream. I've been a fan ever since.This 'Fresh Breath' variant of Sensodyne doesn't have the whitening characteristics that I normally seek in a toothpaste but is an excellent toothpaste otherwise. This toothpaste has all the enamel-protecting enhancements of other Sensodyne toothpastes and tastes pretty good too!The true test for me is whenever I'm eating cold foods like ice cream or popsicles and don't experience tooth pain. Thankfully simply using Sensodyne keeps that issue in check.Great toothpaste, recommended!",,,,"","Great Toothpaste, Solve my (Teeth) Sensitivity to Cold Foods","https://www.amazon.com/gp/customer-reviews/R2HW79EGTER99X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on November 1, 2021",""
"United States",,"2021-10-04","false","153","B095Z6SVNB","5","I like the Sensodyne line of toothpastes.  The packaging is very good, with an easy-off cap that is designed to stand the tube on end.  It claims to be “pro enamel” and to help protect your teeth from acidic foods; I asked my dentist about this claim, and he was noncommittal.  It’s a nice toothpaste to use with good flavor and, for me, just the right amount of foaming.  It leaves my teeth feeling smooth and clean and my mouth feeling fresh.  And perhaps it leaves my teeth a little stronger, too; time will tell.",,,,"","A good addition to the Sensodyne line","https://www.amazon.com/gp/customer-reviews/R1T6URXZZWI5SY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on October 4, 2021",""
"United States",,"2021-10-14","false","154","B095Z6SVNB","5","After my cancer treatments (tonsils) my teeth are crazy sensitive so I try a *lot* of these.As with other Sensodyne products, this helps sensitivity to hot or cold foods and drinks.the taste is good, and from what it says it should help deteriorated enamel . It is not a strong whitening paste but a lot of their products aren't ( because - sensitivity) if that's fine with you then this is an excellent choice, if you want whitening also Then try their formula with whitening, it cost a little bit more and is a bit less effective at sensitivity.",,,,"One person found this helpful","Good taste, good sensitivity protection too","https://www.amazon.com/gp/customer-reviews/R3BS60LMVZZJYZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on October 14, 2021",""
"United States",,"2021-09-15","false","155","B095Z6SVNB","5","SENSODYNE PRONAMEL Toothpaste for Sensitive Teeth leaves your mouth feeling so clean, it is a very fresh minty flavor.  I have some teeth sensitivity issues and after using this tooth paste for an entire month I can tell you I have noticed the sensitivity is much less now, almost don't even notice it.  Overall I think this is a great product and totally worth the price.  Anyone with sensitivity should definitely look into it.",,,,"","So fresh, so clean","https://www.amazon.com/gp/customer-reviews/R2JZV5KBYRI9AF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on September 15, 2021",""
"United States",,"2021-08-22","false","156","B095Z6SVNB","5","Nothing works better than Sensodyne toothpaste IMO, I have been using it for years, last month, I wanted to see whether another leading brand would compare, and it did not. Back to Sensodyne I went. The other brand was half the price, but I now know that you cannot skimp on toothpaste, lol.I experience a lot of sensitivity with my teeth after eating anything hold or cold or after whitening my teeth. This toothpaste is a gamechanger, I no longer have to worry about those horrible sharp pangs of pain. Thereis literally nothing more annoying than tooth pain!",,,,"","Sensodyne is my go to","https://www.amazon.com/gp/customer-reviews/R2AYFUCXUVYKIW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on August 22, 2021",""
"United States",,"2021-08-09","false","157","B095Z6SVNB","5","Great flavor on this, it is a sweet and mild minty flavor.  It will help with sensitivity instantly.  Sensodyne has WAY too many choices.... I called the company to inquire and was told they are all essentially the same with the only difference being the ""flavor""  So there you have it.I would like to add that this 4 pack is boxed, sealed, and shipped from the MFR to Amazon. (sealed with GSK tape.) That box is then put inside another Amazon box and shipped to the consumer. They are authentic.  I just wanted to point that out as I am tired of reading reviews where people are claiming things are ""fake.""  ALL items sold BY AMAZON (not a third party) are genuine",,,,"One person found this helpful","great flavor","https://www.amazon.com/gp/customer-reviews/R3KKRLGN0RRFAB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on August 9, 2021",""
"United States",,"2021-08-30","false","158","B095Z6SVNB","5","I cannot figure out the difference between regular Sensodyne and the Pronamel version. The only active ingredients are fluoride and potassium nitrate. I can't figure out what makes this ""enamel repair"" and not just ""for sensitive teeth"". It does have more of a thin baking soda consistency and flavor. It works well on my sensitive teeth and leaves them feeling very fresh, like I brushed them with peppermint essential oil.",,,,"One person found this helpful","Works Well","https://www.amazon.com/gp/customer-reviews/R28C1Z0AF5E3OP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on August 30, 2021",""
"United States",,"2021-08-01","false","159","B095Z6SVNB","5","If you have sensitive teeth, you probably know this toothpaste. It's easy on those teeth, and it promotes the  rebuilding of tooth enamel and general strengthening of your teeth. And it has a nice mint flavor.Give it a try!",,,,"","Good old Sensodyne","https://www.amazon.com/gp/customer-reviews/R23XO2YW9PYLZS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on August 1, 2021",""
"United States",,"2021-07-24","false","160","B095Z6SVNB","5","I take very good care of my teeth and plan to keep them.I use a variety of toothpastes, and I am glad to add this one to my toothpaste box. I received four boxes of toothpaste, which will last me a long, long time.This one will protect my enamel. The toothpaste tastes fine, and it produces a lot of lather.Since I've gotten older, my teeth have a tendency to be more sensitive to hot and cold foods. This will help.",,,,"","Helps Strengthen Enamel","https://www.amazon.com/gp/customer-reviews/R14CV3XKJ47LBG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on July 24, 2021",""
"United States",,"2022-07-29","true","181","B095Z6SVNB","5","I really like sensodyne products. Have always had sensitive teeth and this is helpful.",,,,"","Good for sensitive teeth","https://www.amazon.com/gp/customer-reviews/R5SEY5RFJ34W2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on July 29, 2022",""
"United States",,"2022-01-01","true","182","B095Z6SVNB","5","Sensodyne does a great job of keeping my teeth from becoming sensitive. I have used it for year and I am happy with it.",,,,"","I use it for my sensitive teeth","https://www.amazon.com/gp/customer-reviews/R1BVE9FBPRM539/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on January 1, 2022",""
"United States",,"2022-07-21","true","183","B095Z6SVNB","5","Tastes great. Not harsh like some whitening toothpaste",,,,"","Dentist recommended","https://www.amazon.com/gp/customer-reviews/R33SWB4MWK4ECX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on July 21, 2022",""
"United States",,"2021-10-07","true","184","B095Z6SVNB","5","Great product. This is what my dentists told me to get.",,,,"","Great toothpaste","https://www.amazon.com/gp/customer-reviews/R2V5V753PVK3LK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on October 7, 2021",""
"United States",,"2021-12-03","true","185","B095Z6SVNB","5","I will be buying this product again!",,,,"","Works great for sensitive teeth and gums","https://www.amazon.com/gp/customer-reviews/R2YNJ3FWPJ4L64/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on December 3, 2021",""
"United States",,"2022-02-24","true","186","B095Z6SVNB","5","worth every penny",,,,"","value for money","https://www.amazon.com/gp/customer-reviews/R135ZJNGIAZCD5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on February 24, 2022",""
"United States",,"2021-12-04","true","187","B095Z6SVNB","4","Could have been a Lismore afforded",,,,"","Convenient","https://www.amazon.com/gp/customer-reviews/R2PEHMN165TGKC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on December 4, 2021",""
"United States",,"2022-05-15","true","188","B095Z6SVNB","5","Cleaning teath","https://m.media-amazon.com/images/I/71JaKj1BoqL._SY88.jpg",,,"One person found this helpful","It's the best","https://www.amazon.com/gp/customer-reviews/R1YZ7RP1FNGV8M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on May 15, 2022",""
"United States",,"2023-01-30","true","189","B095Z6SVNB","5","I like it, works as advertised.",,,,"","Works as advertised.","https://www.amazon.com/gp/customer-reviews/R1VXH8HAMTM1NM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on January 30, 2023",""
"United States",,"2022-06-07","true","190","B095Z6SVNB","5","Good toothpaste but a bit expensive but helps maintain teeth healthy",,,,"","Sensedyne toothpaste","https://www.amazon.com/gp/customer-reviews/R21QES420J7UZF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States on June 7, 2022",""
"United States","🇺🇸","2021-08-01","false","171","B095Z6SVNB","4","My dentist has recommended that I start using toothpaste for sensitive teeth, and I like this flavor. The 4-pack is convenient, though the tubes are rather small.",,,,"","Excellent for Sensitive Teeth","https://www.amazon.com/gp/customer-reviews/R203S0RFHIVNLI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on August 1, 2021",""
"United States","🇺🇸","2021-08-19","false","172","B095Z6SVNB","5","Very refreshing toothpaste. Not only does it clean well, but it's also good all around toothpaste for tooth and gum health.If you get little sensitivities around the gum line as I often do, this helps keep them in check. As well as protecting your enamel.Terrific value pack.",,,,"One person found this helpful","Love the Taste","https://www.amazon.com/gp/customer-reviews/R32570LLO81Z4X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on August 19, 2021",""
"United States","🇺🇸","2021-07-25","false","173","B095Z6SVNB","5","This variety of Sensodyne has an amazing spearmint flavor. I use this several times a day for the fluoride and sensitivity protection. I love the flavor and it definitely keeps my great fresh longer. I’m never without a tube…home work or travel. It’s the best.",,,,"","Great toothpaste for sensitive teeth. My favorite flavor.","https://www.amazon.com/gp/customer-reviews/R3E3NR2ZLF4AWE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on July 25, 2021",""
"United States","🇺🇸","2022-01-31","false","174","B095Z6SVNB","5","Use this because of sensitivity to some coldness and this seems to help without being rough on my teeth.",,,,"","Works well","https://www.amazon.com/gp/customer-reviews/R1G3HK126I3Z2F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on January 31, 2022",""
"United States","🇺🇸","2014-09-03","false","175","B095Z6SVNB","5","My dentist recommended this toothpaste because it does not contain ""Sodium Laurel Sulfate (SLS)"". Even many of the 'natural' toothpastes have SLS. SLS is considered to be cancer causing. If you read ingredients of all food items you eat, don't forget to read your ingredients on tooth paste!",,,,"4 people found this helpful","Safe toothpaste, no Sodium Laurel Sulfate (SLS)","https://www.amazon.com/gp/customer-reviews/R64KDQPN9OQ1O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on September 3, 2014",""
"United States","🇺🇸","2021-08-20","false","176","B095Z6SVNB","3","There is no ingredients listed for the toothpaste, so I had to guess, and I lost - the paste does not contain stannous fluoride as their other toothpaste. This is what my dentist recommends, and it is not there. Also, unlike the other sensodyne toothpaste, this one has way too much foaming stuff, it makes me gag every time I brush my teeth, even though I use really tiny amount of it. I don't know why they make toothpaste foam so much.",,,,"One person found this helpful","no stannous fluoride? Too much foam","https://www.amazon.com/gp/customer-reviews/R36PQWCZW4JC69/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on August 20, 2021",""
"United States","🇺🇸","2022-01-08","true","177","B095Z6SVNB","5","I have sensitive teeth and I've been buying a non-whitening version of the Sensodyne brand for years. It works! Ask your dentist or dental hygienist and they'll tell you that a whitening agent weakens enamel. If you want to strengthen your enamel, why buy toothpaste with a whitening agent which does the opposite? Seems counter-intuitive. It says on the box that Sensodyne Pronamel is for Specialist Enamel Protection. It's advertised to rebuild & restore enamel and protect against the effects of dietary acid. Sounds good to me. But now there's a new version out called Intensive Enamel REPAIR. It has the exact same list & percentage of active ingredients, comes in a smaller tube (3.4 oz. vs 4.0 oz), costs about the same, and is advertised to repair weakened enamel and to drive minerals deep into the enamel surface to help actively repair acid-weakened areas. Can anyone tell me the difference between the two versions besides size & flavor? I suspect the consumer is getting 15% less product for about the same cost, a brilliant marketing strategy.","https://m.media-amazon.com/images/I/71tELJy3ywL._SY88.jpg",,,"24 people found this helpful","Great product but read the label","https://www.amazon.com/gp/customer-reviews/R3BJ8OXL23UX1M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on January 8, 2022",""
"United States","🇺🇸","2022-01-10","true","178","B095Z6SVNB","5","The flavor lacks & it's not meant for whitening whatsoever, but it has helped my gums and teeth feel much better. They were super sensitive before I started using this product. The price is better than the other brands.",,,,"","Does the job","https://www.amazon.com/gp/customer-reviews/R10OC6MSGBA7N6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on January 10, 2022",""
"United States","🇺🇸","2022-07-21","true","179","B095Z6SVNB","5","My husband and I have very sensitive teeth and this toothpaste is so gentle on our teeth and actually helps restore the enamel.",,,,"","Love this toothpaste","https://www.amazon.com/gp/customer-reviews/R3T21KG20P557R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on July 21, 2022",""
"United States","🇺🇸","2022-02-06","true","180","B095Z6SVNB","5","Product allows me to eat many foods that normally I could not have before due to teeth sensitivity. SENSODYNE PRONAMEL helps greatly.",,,,"One person found this helpful","Sensitive Teeth","https://www.amazon.com/gp/customer-reviews/R33W37DA7XDUVT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on February 6, 2022",""
"United States","🇺🇸","2023-02-02","true","221","B095Z6SVNB","5","Awesome 😎",,,,"One person found this helpful","Awesome","https://www.amazon.com/gp/customer-reviews/RTE0JH1Y5XFLD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on February 2, 2023",""
"United States","🇺🇸","2022-03-27","true","61","B095Z6SVNB","4","Like all tubes can get messy",,,,"","Great for sensitive teeth and gums","https://www.amazon.com/gp/customer-reviews/RLC2PLUB1SCCZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on March 27, 2022",""
"United States","🇺🇸","2022-07-18","true","62","B095Z6SVNB","5","Los órdenes porque estaba en oferta .",,,,"","Los pomos son algo pequeño pero por el precio está bien .","https://www.amazon.com/gp/customer-reviews/R1057D5IDU2SA7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on July 18, 2022",""
"United States","🇺🇸","2022-08-02","true","63","B095Z6SVNB","5","Best new toothpaste!",,,,"One person found this helpful","So glad Sensodyne made Pronamel","https://www.amazon.com/gp/customer-reviews/R1VQJDDOR8WOTQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on August 2, 2022",""
"United States","🇺🇸","2022-05-01","true","64","B095Z6SVNB","5","I like to buy this pack because it saves me more money than buying them individually. This is the e best toothpaste out there.",,,,"2 people found this helpful","Favorite toothpaste","https://www.amazon.com/gp/customer-reviews/R1G8WFOHQDDJ3T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on May 1, 2022",""
"United States","🇺🇸","2022-08-02","true","65","B095Z6SVNB","5","Great",,,,"","Great","https://www.amazon.com/gp/customer-reviews/R1DMGQJYND1YSY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on August 2, 2022",""
"United States","🇺🇸","2022-08-06","true","66","B095Z6SVNB","3","Have you sensodyne for many years. Never had a product quite like this I am getting used to it and think I will like it before my four tubes run out",,,,"","Not used to this product yet","https://www.amazon.com/gp/customer-reviews/R3VK4AG4D3T8NT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on August 6, 2022",""
"United States","🇺🇸","2022-07-26","true","67","B095Z6SVNB","5","Happy with product",,,,"","Great  product","https://www.amazon.com/gp/customer-reviews/R2KFHWFTGOR92I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on July 26, 2022",""
"United States","🇺🇸","2022-05-19","true","68","B095Z6SVNB","5","Been using it for 2+ months and I can feel the difference from other tooth paste it's really good!",,,,"","Great quality","https://www.amazon.com/gp/customer-reviews/R39ATDLEIGSGRP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z6SVNB","Reviewed in the United States 🇺🇸 on May 19, 2022",""
