"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2022-12-20","true","75","B07YXDVT9W","5","Goodnfor sensitive teeth n gums.",,"","Great","https://www.amazon.com/gp/customer-reviews/R2V1O217THI1Q6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 20, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2022-12-04","true","76","B07YXDVT9W","5","I do not have that much pain  after  using this paste.Recommend it.",,"","Decreases pain.","https://www.amazon.com/gp/customer-reviews/R4W94X1G1Y2EK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 4, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2022-08-04","true","77","B07YXDVT9W","4","I have used it since that time.  I use at night and regular toothpaste during in the morning.  Makes it last longer as it is pricey.",,"","My dentist recommended and gave me a sample","https://www.amazon.com/gp/customer-reviews/RMYJDF6AOMEXA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 4, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2014-10-29","true","78","B07YXDVT9W","5","An update on this product which I have now been using for almost a month.  It is missing Novamin but  has definitely helped with the sensitivity in my one tooth, maybe even more so than the UK version.  It is slightly stickier so if you brush without adding water, the toothpaste clings to the sensitive area more easily and is in my opinion more effective.  I also find it easier to rub a bit of the US version onto the sensitive tooth and it stays there for a while.  Unless you have sever dry mouth, you do not need to add water to toothpaste as it just dilutes it.  This product does not deserve the bad reviews - I wonder whether some reviewers even tried it or just gave it bad reviews because it does not contain Novamin.  I will continue to use it and now have to think twice about buying the UK version next month.  - Older review:  I previously bought mine in the UK, love it for sensitivity but have run out so searched and saw some bad reviews so did some research.  It turns out that the FDA would not approve the use of the most important ingredients Novamin so I will keep buying it in the UK.  I guess that it why some people are not finding it as effective as it should be.  See article below.  I do think Sensodyne works very well so this product will probably help but just a pity it will not work as well as the UK version.  I purchased a tube so see me through until I go to the UK and to compare.  If you have a particularly sensitive spot, apply some toothpaste to the root area, leave it there and do not drink or eat anything for as long as possible.  It will definitely help with more severe sensitivity.http://ceramics.org/ceramic-tech-today/biomaterials/gsk-drops-ball-with-puzzling-us-release-of-sensodyne-repair-protect-sans-45s5-glass",,"6 people found this helpful","I have used both UK & US Product","https://www.amazon.com/gp/customer-reviews/R2C5R3OOX9QOMN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on October 29, 2014","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2022-12-14","true","79","B07YXDVT9W","5","Love sensodyne MD recommended!",,"One person found this helpful","Works well with sensitive issues","https://www.amazon.com/gp/customer-reviews/R2V97FWL7KZWVW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 14, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2022-11-22","true","80","B07YXDVT9W","5","I use this product as referred from my dentist. It works! I am satisfied and content.",,"","I received my order timely","https://www.amazon.com/gp/customer-reviews/R1D6D4NYHDRQA5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on November 22, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2023-02-03","true","51","B07YXDVT9W","5","To strengthen my teeth",,"","Helps stop the tooth sensitivity","https://www.amazon.com/gp/customer-reviews/R36Y8YRKSTR6MF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on February 3, 2023","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2022-11-03","true","52","B07YXDVT9W","5","I had filling done over 10 years ago that began feeling extremely sensitive a few weeks ago. It was so bad I couldn’t even breath through my mouth without feeling sensitivity. Made an appointment with my dentist and he told me I might need a crown but to first try switching my toothpaste for 2 weeks from Crest 3D White to Sensodyne since whitening toothpaste causes sensitivity. It’s almost 2 weeks since using this toothpaste and my sensitivity is about 80% gone! I also use the Sensodyne mouthwash in addition to this toothpaste.",,"5 people found this helpful","Dentist recommended saved me from needing a crown","https://www.amazon.com/gp/customer-reviews/R1VCRCO5HBKKXR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on November 3, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2023-03-29","true","53","B07YXDVT9W","3","TOOTHPASTE SEEMS OLD, IT HAS NO MINTY FRESH FLAVOR AND THE COLOR IS A LIGHT BEIGE INSTEAD OF WHITE.",,"","TOOTHPASTE SEEMS OLD","https://www.amazon.com/gp/customer-reviews/R1H907S3XAQ4M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on March 29, 2023","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2023-01-22","true","54","B07YXDVT9W","5","Tastes good, not overly sweet or strong like many other brands.",,"","My go to toothpaste","https://www.amazon.com/gp/customer-reviews/R2D85EROHC21DH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 22, 2023","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2023-02-24","true","55","B07YXDVT9W","3","I have bought this toothpaste before with no issues, hence the 3 stars. This one I bought 1/19/23 was delivered 1/26/23 and has an expiration date of 2/23. When I opened it, the toothpaste had a yellow color instead of the normal white that’s when I checked and saw that it’s expired. Gross! So glad I didn’t use it!","https://m.media-amazon.com/images/I/61Mfk700j6L._SY88.jpg","3 people found this helpful","Quality control","https://www.amazon.com/gp/customer-reviews/R308TP4O0EOKKR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on February 24, 2023","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2023-01-23","true","56","B07YXDVT9W","5","My teeth are sensitive so I use this and it helps.",,"3 people found this helpful","Great toothpaste","https://www.amazon.com/gp/customer-reviews/R2ITYSH8BMTZJ6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 23, 2023","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2023-01-19","true","57","B07YXDVT9W","5","I was happy with my purchase and it was fast shipping.",,"","It was what I ordered","https://www.amazon.com/gp/customer-reviews/R1ISOJ8XJPI855/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 19, 2023","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2022-11-16","true","58","B07YXDVT9W","4","I think this is a good toothepaste",,"","Easy to use containers, good fluoride content","https://www.amazon.com/gp/customer-reviews/R247J93CRND8S7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on November 16, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2022-09-25","true","59","B07YXDVT9W","4","Sensodyne is the costliest toothpaste available commercially over the counter. The price is slightly better when you buy in bulk from any whole sale ware house or if you use coupon in drug store. Amazon pricing is not competitive.",,"One person found this helpful","Cheaper when you buy in bulk at wholesale ware house","https://www.amazon.com/gp/customer-reviews/RDRIJ9X0D6624/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on September 25, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2022-12-30","true","60","B07YXDVT9W","5","I didn’t expect it to work so well! The flavour is nice too, much less intense than Colgate",,"","My small cavities are disappearing with only a few weeks of use","https://www.amazon.com/gp/customer-reviews/R365I6KEZTE3EI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 30, 2022","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2020-07-18","true","1591","B07YXDVT9W","4","Love the taste and the clean fresh feeling. Not sure about whitening power because I just started using it. Will definitely buy again, if for nothing but the great clean feeling !",,"","Good","https://www.amazon.com/gp/customer-reviews/R2XF3846OTL7SD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on July 18, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2019-06-17","true","1592","B07YXDVT9W","5","the flavor is OK and the toothpaste does help with sensitive teeth.  I have been using this toothpaste for years.",,"","I like this toothpaste","https://www.amazon.com/gp/customer-reviews/RUPQYRZHN072N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on June 17, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2023-01-22","true","1593","B07YXDVT9W","5","Buenidims",,"","Buena","https://www.amazon.com/gp/customer-reviews/R3JAGHW591N0BU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on January 22, 2023","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2020-10-28","true","1594","B07YXDVT9W","3","I have always liked this brand of toothpaste, but This time I was very disappointed. When the toothpaste arrived, it was all crushed. Product protection is not good enough. We hope to strengthen the protection of products.",,"","Product protection is very important","https://www.amazon.com/gp/customer-reviews/RY7HWHRZTGAD4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on October 28, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2021-06-27","true","1595","B07YXDVT9W","2","This is so-so",,"","This is so-so","https://www.amazon.com/gp/customer-reviews/RL5O97B6Y17O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on June 27, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States",,"2019-09-05","true","1596","B07YXDVT9W","5","I like the flavor and fresh mouth",,"","very fresh","https://www.amazon.com/gp/customer-reviews/R2LA9SAIVADX59/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on September 5, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2021-01-30","true","1597","B07YXDVT9W","5","Value for money!",,"","Fast delivery","https://www.amazon.com/gp/customer-reviews/R2WWQKJIG3W8ZK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on January 30, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States",,"2021-03-14","false","1598","B07YXDVT9W","1","I always use this brand of toothpaste. I want to buy it in advance, but it's too slow for me. I hope it can be faster next time",,"","Logistics is a bit slow","https://www.amazon.com/gp/customer-reviews/R1B6JFSZMMTHDF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on March 14, 2021","Flavor Name: WhiteningSize: 3.4 Ounce"
"United States",,"2023-03-08","false","1599","B07YXDVT9W","5","They help to repair and strengthen tooth enamel and reduce sensitivity, improving the overall health of teeth. My wife likes them and finds them effective.",,"","No more sensitive teeth","https://www.amazon.com/gp/customer-reviews/RGGE3R0EX3ISL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on March 8, 2023","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States",,"2022-02-19","true","1600","B07YXDVT9W","4","Me gusto como se siente mi boca",,"","Excelente producto","https://www.amazon.com/gp/customer-reviews/R26CD4PDLQ56XX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on February 19, 2022","Flavor Name: WhiteningSize: 3.4 Ounce"
"United States","🇺🇸","2019-05-12","false","1401","B07YXDVT9W","5","As sensodyme products the tube came in a small quantities.",,"","Good product but too small.","https://www.amazon.com/gp/customer-reviews/R25Z8SGCBKWHWQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on May 12, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2022-11-03","false","1402","B07YXDVT9W","1","The taste weird. I can't stand it. I use for cleaning other things now.",,"","Taste weird","https://www.amazon.com/gp/customer-reviews/R3NP346WW0Y51L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on November 3, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2014-03-19","false","1403","B07YXDVT9W","1","Like other things, this should indicate in the name that it's just the regular version with the Stannous Fluoride, no Novamin at all. So if there isn't the ingredient that does the job don't sell it to that country that stupidly (of course the FDA) won't approve it(like everything else that was helpful before, but they will approve the most dangerous drugs with few short studies), otherwise it's just like a counterfeit version because it doesn't contain the most important ingredient/s (especially the ones that fit with the claim/s &/or studies/real research). Don't waste your money on this, just buy the regular one or a different toothpaste, because it'll have just as much effect (& might feel better, or the same) after brushing. At least until they let the Novamin come back into it and other alternative toothpastes (whenever that'll be).",,"36 people found this helpful","Missing claimed ingredient (in US of course)","https://www.amazon.com/gp/customer-reviews/R45I2KDUGY20O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on March 19, 2014","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2018-08-25","false","1404","B07YXDVT9W","5","My teeth are super sensitive, especially after visits to the dentist. This really helps minimize the sensitivity.",,"","Really works","https://www.amazon.com/gp/customer-reviews/R1IJBOH0J1I4JM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 25, 2018","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2016-05-15","true","1405","B07YXDVT9W","1","not worth the price",,"One person found this helpful","One Star","https://www.amazon.com/gp/customer-reviews/R2Z2R96CIGJG5U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on May 15, 2016","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2013-12-03","false","1406","B07YXDVT9W","1","Doesn't have the active ingredient NovaMin for some reason in the US.  This ingredient is the only real reason for having the ""repair and protect"" label, thus this product is not worth purchasing.",,"48 people found this helpful","No NovaMin in US version of Repair and Protect","https://www.amazon.com/gp/customer-reviews/RBV4W3W5L572R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 3, 2013","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2017-09-22","false","1407","B07YXDVT9W","5","Good!",,"","Five Stars","https://www.amazon.com/gp/customer-reviews/R3FMV4DJETIYOA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on September 22, 2017","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2016-09-19","false","1408","B07YXDVT9W","5","The transportation was very fast,this flavor is my favorite one! Just make me feel very comfortable","https://images-na.ssl-images-amazon.com/images/I/71Ud397TWnL._SY88.jpg","2 people found this helpful","Pretty good","https://www.amazon.com/gp/customer-reviews/R2IACUWHQADIXD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on September 19, 2016","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2015-04-18","false","1409","B07YXDVT9W","5","Check around here on Amazon for the best price as they vary greatly on Sensodyne.Hardens teeth with fluoride and sodium nitrate. If your mouth gums, or tounge get irritated, or sores pop up it may be time to switch to an SLS free toothpaste. Sodium Lauryl Sulfate is a foaming agent that's used in all non natural or non sensitive toothpastes. . This will go a long way towards your goal of a pain free mouth.",,"3 people found this helpful","Check around here on Amazon for the best price as they vary greatly on Sensodyne","https://www.amazon.com/gp/customer-reviews/R2N6X9G1KYIY6B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on April 18, 2015","Flavor Name: WhiteningSize: 3.4 Ounce"
"United States","🇺🇸","2017-03-05","false","1410","B07YXDVT9W","5","GREAT!!",,"","NO COMPLAINTS","https://www.amazon.com/gp/customer-reviews/R8SM04C87EM9K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on March 5, 2017","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2015-06-27","true","931","B07YXDVT9W","5","Only toothpaste I use after my former dentist didn't tell me how to use the tooth whitener correctly and my teeth became sensitive to most things I ate.  Works for me.",,"","Only toothpaste I use after my former dentist didn't tell ...","https://www.amazon.com/gp/customer-reviews/R31P3YQ0IXC9EG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on June 27, 2015","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2021-02-09","true","932","B07YXDVT9W","1","Horrible product. Customers beware. After using it for a few days my lips began to burn, I woke up the next day with swollen, red & numb lips. I stopped using it immediately but my husband kept using it because he didn’t have any problems and he believed I had an allergic reaction to something I ate. 2 days later he developed sores inside his mouth.",,"5 people found this helpful","Fake Product","https://www.amazon.com/gp/customer-reviews/R3JLKK6JC1QI4R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on February 9, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2019-10-31","true","933","B07YXDVT9W","5","Great price",,"","Great Product","https://www.amazon.com/gp/customer-reviews/RO1DPLHIXY6WZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on October 31, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2019-07-17","true","934","B07YXDVT9W","5","Does what it claims....",,"","Does what it claims....","https://www.amazon.com/gp/customer-reviews/R2KSVQLOM8ZFNX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on July 17, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2019-11-01","true","935","B07YXDVT9W","5","Great product.",,"","recommend","https://www.amazon.com/gp/customer-reviews/R8AYCYBF54MCR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on November 1, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2019-05-25","true","936","B07YXDVT9W","5","Works well on sore tooth!",,"","Great Product!!","https://www.amazon.com/gp/customer-reviews/RBWJ8DTTDXNL8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on May 25, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-01-05","true","937","B07YXDVT9W","5","😊",,"","💖","https://www.amazon.com/gp/customer-reviews/R2WMV34TUQ738W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 5, 2020","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2013-10-25","true","938","B07YXDVT9W","5","This toothpaste, along with the same name mouth wash was a great answer for my sensitive mouth and gums. Good advice from a professional has solved my problems!!  I also now use an Oral B electric toothbrush!!",,"","WORKED great!!!","https://www.amazon.com/gp/customer-reviews/RAPIMKVF8V8QI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on October 25, 2013","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2019-10-25","true","939","B07YXDVT9W","5","Terrific product.",,"","Wow.","https://www.amazon.com/gp/customer-reviews/R2IUVRIO0LD69Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on October 25, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2019-12-01","true","940","B07YXDVT9W","5","Buenas",,"","Muy buena","https://www.amazon.com/gp/customer-reviews/R37R3OQ8RO4SLD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 1, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
