"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States",,"2022-08-31","false","104","B095Z5PKDJ","5","As expected",,,,"","As expected","https://www.amazon.com/gp/customer-reviews/R31FO4SD5EW2DT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 31, 2022",""
"United States",,"2022-09-03","false","105","B095Z5PKDJ","5","Recommended by my dentist. I personally prefer the mint version though.",,,,"","Great toothpaste!","https://www.amazon.com/gp/customer-reviews/R1Y26WZT1TB38W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 3, 2022",""
"United States",,"2022-09-01","false","106","B095Z5PKDJ","5","Great product(s) at an excellent price.Thank you for offering a multi-pack.",,,,"","Sensodyne Sensitivity","https://www.amazon.com/gp/customer-reviews/RCKX7M31CT1MQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 1, 2022",""
"United States",,"2022-09-02","false","107","B095Z5PKDJ","5","I used it on my toothbrush",,,,"","It came quickly!","https://www.amazon.com/gp/customer-reviews/R2EGBD7DU8IHA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 2, 2022",""
"United States",,"2022-08-18","false","108","B095Z5PKDJ","5","Great product.",,,,"","Quality","https://www.amazon.com/gp/customer-reviews/R12ZBY21C73FZI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 18, 2022",""
"United States",,"2022-08-13","false","109","B095Z5PKDJ","5","Really Helps",,,,"","Helps with sensitive teeth","https://www.amazon.com/gp/customer-reviews/R3ITIOIZVNFCZ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 13, 2022",""
"United States",,"2022-08-12","false","110","B095Z5PKDJ","5","best toothpaste",,,,"","Excellent","https://www.amazon.com/gp/customer-reviews/R2XIJ5PU8RN8W2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 12, 2022",""
"United States","🇺🇸","2022-05-19","true","81","B095Z5PKDJ","1","I don't think I received the actual product! The packaging looks cheaper than the original, the toothpaste doesn't squeeze out the same and feels thicker, and the toothpaste burns my mouth a little, in a way the original product doesn't!",,,,"4 people found this helpful","Different Product","https://www.amazon.com/gp/customer-reviews/R3MWZFKEORZMKQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on May 19, 2022",""
"United States","🇺🇸","2023-03-26","false","82","B095Z5PKDJ","5","I don't always use this brand due to the price, but whenever I am having gum problem, I will switch to this for several weeks and it works! Thank you!",,,,"","For my gum problem","https://www.amazon.com/gp/customer-reviews/R1675E1SNTZA6K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on March 26, 2023",""
"United States","🇺🇸","2021-11-16","true","83","B095Z5PKDJ","1","This product contains Sodium Lauryl Sulfate (SLS) which is known to cause canker sores! I will be trying to get a refund because the full list of ingredients was not on Amazon! Stay away from SLS if you have sensitivity!",,,,"32 people found this helpful","How can this be called ""Sensitive"" when it contains SLS?","https://www.amazon.com/gp/customer-reviews/RLW1U687LV436/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on November 16, 2021",""
"United States","🇺🇸","2023-03-05","false","84","B095Z5PKDJ","5","My dentist recommended using this toothpaste, and it works great. It’s now my go to toothpaste. I have definitely seen positive results.",,,,"One person found this helpful","My favorite toothpaste!","https://www.amazon.com/gp/customer-reviews/R1PBR2B8FFC1F8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on March 5, 2023",""
"United States","🇺🇸","2023-01-26","false","85","B095Z5PKDJ","5","After just one week of use, I noticed a slight but noticeable improvement in my sensitivity to cold water. Because this is not a whitening toothpaste, I like that it does not feel ""sandy"" when I put it in my mouth. I also like the flavor, it is not super strong but at the same time, after brushing my teeth, I feel clean and refreshed.",,,,"","Good senstivity toothpaste","https://www.amazon.com/gp/customer-reviews/R3TY6QVLNSKBRL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 26, 2023",""
"United States","🇺🇸","2022-11-05","false","86","B095Z5PKDJ","4","Really happy with this product",,,,"","Feeling Great","https://www.amazon.com/gp/customer-reviews/R3UUJPM5P9NR9B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on November 5, 2022",""
"United States","🇺🇸","2023-01-20","false","87","B095Z5PKDJ","5","Excellent toothpaste. If used twice a day, it keeps your teeth healthy. Supports the enamel and is gentle on your gums.",,,,"","My Dentist Recommends Sensodyne -- my Teeth Love It!","https://www.amazon.com/gp/customer-reviews/R10T6VVZROLY53/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 20, 2023",""
"United States","🇺🇸","2023-01-06","false","88","B095Z5PKDJ","5","Perfect for sensitive teeth…only brand I use!",,,,"","Works great","https://www.amazon.com/gp/customer-reviews/R35XYJ989TUP36/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 6, 2023",""
"United States","🇺🇸","2022-12-30","false","89","B095Z5PKDJ","5","Good",,,,"","Good","https://www.amazon.com/gp/customer-reviews/R3UIG7OZ7SMRLM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on December 30, 2022",""
"United States","🇺🇸","2022-10-25","true","90","B095Z5PKDJ","1","White goo everywhere.",,,,"","Smashed on Arrival","https://www.amazon.com/gp/customer-reviews/RZIYAAIFXFQZ0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on October 25, 2022",""
"United States",,"2022-11-19","true","191","B095Z5PKDJ","5","Glad to receive multiple tubes of toothpaste at lower cost than buying in the store. Dentist recommended this toothpaste as my teeth are now sensitive.",,,,"","Correct product delivered on time.","https://www.amazon.com/gp/customer-reviews/RVE7ECZMOFWPB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on November 19, 2022",""
"United States",,"2022-11-01","true","192","B095Z5PKDJ","5","Does the job well and always keep gums from getting sore. Also, it is very comfortable to use.Very satisfied with this toothpaste.",,,,"","Great product for your teeth","https://www.amazon.com/gp/customer-reviews/R3TIO78YUPCD3J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on November 1, 2022",""
"United States",,"2022-10-09","true","193","B095Z5PKDJ","5","It’s good value for what you’re getting. It’s good quality and our dentist recommended it to us so we like it.",,,,"One person found this helpful","We love sendodyne!","https://www.amazon.com/gp/customer-reviews/R3ETJKSJXEEG01/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on October 9, 2022",""
"United States",,"2022-09-12","true","194","B095Z5PKDJ","5","good Sensodyne Toothpaste",,,,"2 people found this helpful","good Sensodyne Toothpaste","https://www.amazon.com/gp/customer-reviews/R29C2JY48CASVC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 12, 2022",""
"United States",,"2022-03-17","true","195","B095Z5PKDJ","5","If you have sensitive teeth, this is a product. It whitens pretty well.",,,,"","Great value for the money","https://www.amazon.com/gp/customer-reviews/R23IR6MQ93HY98/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on March 17, 2022",""
"United States",,"2023-03-29","true","196","B095Z5PKDJ","5","I bought this tooth paste for my son whose a smoker. But then decided to try it for myself and I love the way it made my teeth feel after using it. My mouth felt so clean and fresh. And it wasn’t expensive great value . Will continue using it unless I find something better but right now this is the go to toothpaste for my family..",,,,"One person found this helpful","Great tooth paste for smokers and non smokers","https://www.amazon.com/gp/customer-reviews/RTR78YLD6CKS5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on March 29, 2023",""
"United States",,"2022-05-21","true","197","B095Z5PKDJ","5","If your teeth are as sensitive as mine with spots of gum recession, be 100% prepared using this toothpaste will hurt like crazy at first. However, that means it's working. If you can bear it, each time you brush gets a little less painful. It's not fun at first, but it works, it works, it works. I haven't noticed whether or not it's whitening as well, but I already have fairly white teeth, so it's hard to tell.",,,,"7 people found this helpful","Excellent product that helps very sensitive teeth","https://www.amazon.com/gp/customer-reviews/R3EXVC3Z73U180/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on May 21, 2022",""
"United States",,"2022-10-30","false","198","B095Z5PKDJ","5","We love this. Is very good product fpr sensitivity and also makes your teeth pretty clean",,,,"","Good for sensitive","https://www.amazon.com/gp/customer-reviews/R300O7445KQZ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on October 30, 2022",""
"United States",,"2022-01-27","true","199","B095Z5PKDJ","5","It has a real nice taste. Not minty like some.  My mouth feels so refreshed after use. This is my new Sensitive toothpaste. ❤️",,,,"","Great tasting product @ reasonable price ❤️","https://www.amazon.com/gp/customer-reviews/R1QS3V09W3ML8D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on January 27, 2022",""
"United States",,"2022-12-24","true","200","B095Z5PKDJ","5","I really like the flavor and very good to clean the teeth",,,,"","Great product","https://www.amazon.com/gp/customer-reviews/R2SYDS8V59O1IR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on December 24, 2022",""
"United States",,"2022-04-04","true","31","B095Z5PKDJ","5","Works great for teeth sensitive to sugar and cold. I use it typically once a day for sensitivity issues and that works for me. The label warns against extensive daily use so don't get this to be using it after every meal or something like that.My main confusion is that I received 6 tubes of 2.4oz instead of 4 tubes of 3.4oz. I technically get 0.2oz for free because of this so I'm not complaining at all, I'm just voicing my confusion.",,,,"2 people found this helpful","Good for Sensitive Teeth","https://www.amazon.com/gp/customer-reviews/R3DPULQVC6JMEJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on April 4, 2022",""
"United States",,"2022-10-16","true","32","B095Z5PKDJ","5","Es buena para sensabilidad",,,,"","La crema la puedo recomendar por es muy buena para la sensibilidad","https://www.amazon.com/gp/customer-reviews/R2HBNIP46ZE4V9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on October 16, 2022",""
"United States",,"2022-05-29","true","33","B095Z5PKDJ","4","Husband has dental issues dentist recommended this toothpaste we shall see. Gum care !!",,,,"One person found this helpful","Dentist recommended .","https://www.amazon.com/gp/customer-reviews/R16M7IVR7PVSDM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on May 29, 2022",""
"United States",,"2022-05-03","true","34","B095Z5PKDJ","4","The flavor is kind of awful—not minty. But I feel that it really does clean my gum-line better than regular Sensodyne.",,,,"","Tastes bad, works great","https://www.amazon.com/gp/customer-reviews/R1M8YX25MTEC3H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on May 3, 2022",""
"United States",,"2022-03-13","true","35","B095Z5PKDJ","4","Good Toothpaste for sensitive gums. Flavor is okay.  Don’t notice a difference in teeth whitening.  Compared to store prices this is a good value.",,,,"","Good Toothpaste","https://www.amazon.com/gp/customer-reviews/R1GMNR8SP2VLG7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on March 13, 2022",""
"United States",,"2022-05-06","true","36","B095Z5PKDJ","4","Sensodyne Sensitivity & Gum Sensitive Toothpaste for Gingivitis & Treatment, Clean & Fresh",,,,"","Sensodyne Sensitivity & Gum Sensitive Toothpaste for Gingivitis & Treatment, Clean & Fresh","https://www.amazon.com/gp/customer-reviews/R2P0Z0S5B68QV9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on May 6, 2022",""
"United States",,"2022-01-05","true","37","B095Z5PKDJ","5","The flavor is a mild mint, and the cost is average for this type of toothpaste.  I don’t drink coffee or tea but I drink one 12 ounce can of zero calorie Diet Pepsi and I haven’t noticed any change in the color of my teeth.  I know the toothpaste does clean my teeth well became after I am finished brushing with the toothpaste and I brush with water afterwards to remove the toothpaste I hear squeaking so I know my teeth are clean.",,,,"11 people found this helpful","This toothpaste honestly does what it states it is going to do.","https://www.amazon.com/gp/customer-reviews/R7DTBJIQQYB29/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on January 5, 2022",""
"United States",,"2022-08-23","true","38","B095Z5PKDJ","5","For those with periodontal disease, this is a game changer",,,,"5 people found this helpful","dentist recommended","https://www.amazon.com/gp/customer-reviews/RX35BFG2FHR8N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 23, 2022",""
"United States",,"2022-07-31","true","39","B095Z5PKDJ","5","I love that this is gentle and tastes good. It also helps reduce tooth sensitivity to cold foods.",,,,"5 people found this helpful","Love this toothpaste","https://www.amazon.com/gp/customer-reviews/R1KXN0VO7W9ZFI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on July 31, 2022",""
"United States",,"2022-06-05","true","40","B095Z5PKDJ","5","This toothpaste works wonders against gingivitis! I used it for two days, three times a day, and my inflammation was gone! I use Sensodyne regular toothpaste, and this product is also a keeper!",,,,"","It works fast!","https://www.amazon.com/gp/customer-reviews/R1R6CQBMY8BSAH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on June 5, 2022",""
"United States",,"2021-08-10","true","181","B095Z5PKDJ","5","Purchased because the product makeup does work on sensitive teeth.",,,,"","Option over other brands","https://www.amazon.com/gp/customer-reviews/RMJBH11GFEE89/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 10, 2021",""
"United States",,"2022-06-08","true","182","B095Z5PKDJ","5","Thanks",,,,"","Thanks","https://www.amazon.com/gp/customer-reviews/R2Z6DLL8VD7J4A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on June 8, 2022",""
"United States",,"2022-12-22","true","183","B095Z5PKDJ","5","Christmas gift for my husband that’s the only toothpaste he will use.thanks",,,,"","Sensodyne","https://www.amazon.com/gp/customer-reviews/R1TE7BAO8X4FYT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on December 22, 2022",""
"United States",,"2022-08-10","true","184","B095Z5PKDJ","5","I got it in Amazon day in a amazing price.",,,,"","Good toothpaste with great price.","https://www.amazon.com/gp/customer-reviews/R2MT202LLFRHJ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 10, 2022",""
"United States",,"2022-03-08","true","185","B095Z5PKDJ","5","At the recommendation of my dentist I bought Sensodyne for sensitivity and gums. I initially thought that I had cracked a canine.  The doctor thought not, but recommened this product to help settle the sensitive tooth.  He felt that due to age and wear that the enamel was thin and the nerve was irritated from biting on something hard.  A couple weeks using the toothpaste has really helped.",,,,"8 people found this helpful","Literally what the doctor ordered","https://www.amazon.com/gp/customer-reviews/R1GXG5KJTGQ1R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on March 8, 2022",""
"United States",,"2022-09-02","true","186","B095Z5PKDJ","5","I got this pack during black Friday in July, this is the brand of toothpaste that I use regularly because of sensitivity. The price here on Amazon was great!",,,,"2 people found this helpful","Great buy","https://www.amazon.com/gp/customer-reviews/R3JK0ES50JJHG1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 2, 2022",""
"United States",,"2022-10-20","true","187","B095Z5PKDJ","5","Muy buena para la sensibilidad",,,,"","Sensibilidad","https://www.amazon.com/gp/customer-reviews/R11DHQJCGEWH5U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on October 20, 2022",""
"United States",,"2023-02-27","true","188","B095Z5PKDJ","5","Nice price & shipped fast.",,,,"","Great deal","https://www.amazon.com/gp/customer-reviews/R2LNJ4NQ0F8YMN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on February 27, 2023",""
