"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2022-11-30","true","121","B095Z57SV9","5","I originally started buying this toothpaste from my local supermarket due to increased teeth sensitivity.  Looking back, the sensitivity was probably due to an increase in acidic drinks.  As my tube dwindled, I decided to check on Amazon for the product, out of convenience and price.Well, both criteria were easily met.  This four pack of toothpaste tubes were significantly cheaper than my supermarket pricing, and the product was delivered promptly.The toothpaste, in my opinion, is better than other ""sensitive teeth"" products from the same manufacturer, that are readily available in the US.  I haven't tried, or tried to get, the Repair and Protect non-US version with NovaMin technology.  While I understand it is even more effective, I think I'll wait until it's approved for use without a prescription over here.  For now, this product meets my needs.",,,,"","Effective for Sensitive Teeth","https://www.amazon.com/gp/customer-reviews/R2M9M7V1835EKP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on November 30, 2022",""
"United States","🇺🇸","2021-12-08","true","122","B095Z57SV9","5","Good",,,,"","Good","https://www.amazon.com/gp/customer-reviews/R1SXY3TKJ8QJEW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on December 8, 2021",""
"United States","🇺🇸","2023-03-24","true","123","B095Z57SV9","5","I've been using this product for many years and it does exactly what it promises",,,,"","Wonderful product","https://www.amazon.com/gp/customer-reviews/R2PP9JUBO2ZU0W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on March 24, 2023",""
"United States","🇺🇸","2023-02-28","true","124","B095Z57SV9","5","Excelente artículo para el cuidado de los dientes y encías débiles gracias",,,,"","Excelente experiencia con este vendedor","https://www.amazon.com/gp/customer-reviews/RYAPQ34IMM2Q6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on February 28, 2023",""
"United States","🇺🇸","2021-08-26","true","125","B095Z57SV9","5","It is the only toothpaste I buy since I tried it.",,,,"","Sensory Repair and Protect toothpaste.","https://www.amazon.com/gp/customer-reviews/R1M26FB1KVKTGY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 26, 2021",""
"United States","🇺🇸","2023-01-27","true","126","B095Z57SV9","5","Works  better then the other brands with out the toothpaste taste",,,,"","Love the product","https://www.amazon.com/gp/customer-reviews/R3SF471PRI4915/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on January 27, 2023",""
"United States","🇺🇸","2023-03-24","true","127","B095Z57SV9","5","Great for sensitive teeth",,,,"","As advertised","https://www.amazon.com/gp/customer-reviews/R4F9EYT1NGUEZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on March 24, 2023",""
"United States","🇺🇸","2022-12-18","true","128","B095Z57SV9","5","El dolor de Dientes por sensibilidad, desapareció.",,,,"","Me encanto","https://www.amazon.com/gp/customer-reviews/RPBIBS1TPMIRJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on December 18, 2022",""
"United States",,"2023-04-20","true","51","B095Z57SV9","1","Pretty sure this is fake, I’m sure toothpaste isn’t supposed to be yellow, watery, and runny. Open two of the four pack and they were both the same.","https://m.media-amazon.com/images/I/61isU+l5AwL._SY88.jpg","https://m.media-amazon.com/images/I/61kM0Ch9B7L._SY88.jpg",,"One person found this helpful","FAKE","https://www.amazon.com/gp/customer-reviews/R3O4J1GEC3LAQR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States on April 20, 2023",""
"United States",,"2023-02-26","true","52","B095Z57SV9","1","This tooth paste is not real. It’s very dry and not  even-create any bubbles like the regular one, which I bought from any other pharmacies and they may take $1-$2 extra than Amazon but their product is much more better.",,,,"One person found this helpful","Fake product","https://www.amazon.com/gp/customer-reviews/R2D2I7J1TLTSAF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States on February 26, 2023",""
"United States",,"2021-11-19","true","53","B095Z57SV9","5","cleans so good and is easy on my teethgood deal",,,,"","best tooth paste ever","https://www.amazon.com/gp/customer-reviews/R1DSZYF0YGADLL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States on November 19, 2021",""
"United States",,"2022-02-20","true","54","B095Z57SV9","3","Doesn’t whiten",,,,"One person found this helpful","Just toothpaste","https://www.amazon.com/gp/customer-reviews/R2NRL4HE31CD8E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States on February 20, 2022",""
"United States",,"2021-11-22","true","55","B095Z57SV9","5","Works very well",,,,"","Love sensodyne","https://www.amazon.com/gp/customer-reviews/R2WHO3WVLSA7KW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States on November 22, 2021",""
"United States",,"2021-09-10","true","56","B095Z57SV9","5","Muy bueno para los dientes",,,,"","Excelente excelente","https://www.amazon.com/gp/customer-reviews/R15L8X8GBIJVP0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States on September 10, 2021",""
"United States",,"2022-04-27","true","57","B095Z57SV9","2","I have used several types of the Sensodyne toothpaste but this is the first that my lips seem to have a severe allergy to something in this particular toothpaste?",,,,"","Allergy","https://www.amazon.com/gp/customer-reviews/R2YBA3TKF4HFUZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States on April 27, 2022",""
"United States",,"2022-09-21","true","58","B095Z57SV9","1","I bought this so that I would have the right size for travel. Purchased 9/18/22. Expires 06/23. Even if I used for daily life and travel, I don’t know if I could use it all up within that time frame. Don’t buy. Better to go in store and pay a little bit more to guaranty you get a product with an appropriate expiration date.","https://m.media-amazon.com/images/I/61rOeAXV7gL._SY88.jpg",,,"2 people found this helpful","Don’t buy. Expires within a year","https://www.amazon.com/gp/customer-reviews/RF649AST3WT3C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States on September 21, 2022",""
"United States",,"2022-12-14","true","59","B095Z57SV9","1","This toothpaste does not contain the ingredient most important for protecting sensitive teeth- potassium nitrate. Regret wasting my $ on a multi pack. Sensodyne should be ashamed to label this as product for sensitive teeth.",,,,"2 people found this helpful","Lacks potassium nitrate","https://www.amazon.com/gp/customer-reviews/R3OFKDPBDOV0R4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States on December 14, 2022",""
"United States",,"2021-12-05","true","60","B095Z57SV9","1","terrible toothpaste!!!! do not buy it, please!!!! suddenly I, ve got a horrible mouth ache. my whole mouth was burning and I couldn't understand why until I've not remembered that I had new toothpaste. I had ulcers inside my lips and my gums were burning!!!! unfortunately, I felt such bad that I have not taken photos of my gums but I can say that when I stopped using this toothpaste my complaints have gone immediately. it is unfair to sell trash!!!! it is not toothpaste it is garbage !!!!! thank you !!!!!",,,,"One person found this helpful","terrible","https://www.amazon.com/gp/customer-reviews/RKXCYRI8E8YDD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States on December 5, 2021",""
"United States","🇺🇸","2021-08-04","false","81","B095Z57SV9","4","It works well overall. This toothpaste feel and texture is of a little higher quality than most other branded or cheaper kinds of toothpaste. The only problem I have is that the aftertaste is a little synthetic and not very pleasant. I don't really notice any ""repairing"" or ""protective"" effects, but my teeth feel clean and look pretty white!",,,,"","Good quality but it's got a slightly weird aftertaste.","https://www.amazon.com/gp/customer-reviews/R3QS724CVATYTG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 4, 2021",""
"United States","🇺🇸","2021-10-30","false","82","B095Z57SV9","5","This toothpaste has a much thicker consistency than other Sensodyne toothpastes I’ve used (Pronamel Gentle Whitening and  Pronamel Fresh Breath). It reminds me of the type of toothpaste a dentist uses during a cleaning in clinic with one of those rotating tooth polishing devices. It does, in fact, make my teeth feel nice and polished when used with my sonic toothbrush. The flavor is pleasantly mild and doesn’t numb my tongue like some other formulas I’ve tried. Overall I like it and I don’t have to use very much to clean all of my teeth.",,,,"","Makes my teeth feel polished, mild flavor.","https://www.amazon.com/gp/customer-reviews/R1ZIK9IE879WIZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on October 30, 2021",""
"United States","🇺🇸","2021-08-17","false","83","B095Z57SV9","5","Although my teeth are not overly sensitive, my gums are often on the sensitive side and cause me to brush with more caution. I liked that this toothpaste worked to repair damage already done to my teeth as well as protect them from future wear and tear. I am 28years old, so have a long time to still need them! I especially loved that this was a whitening toothpaste as I often need that with the amount of coffee, tea, and juices that I drink. I think the acidity from all the juice I drink has done a number on my teeth which is why the repair aspect is great too. The flavor was as one would expect for a toothpaste and leaves you with fresh breath to start and end your day with. All in all, I would order this again and would recommend it to others to use!",,,,"","Repair, Whiten & Protect","https://www.amazon.com/gp/customer-reviews/RLJ3T8HLXRNL7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 17, 2021",""
"United States","🇺🇸","2021-08-11","false","84","B095Z57SV9","5","If your teeth are sensitive (think about pain when you eat ice cream, or bite into a hot burger or fries) and your teeth are otherwise healthy - then this will help you drastically. . Words cannot begin to describe the life change this toothpaste has done. I was at a point in my life where I was using a home made solution as I have given up. It has been a week and I have gone from pain simply drinking anything not like warm to having my first ice cold soda. I noticed a difference with existing stains & it preventing new stains. I also loved how long the cleanliness lasted longer than other products & the flavor as well.",,,,"","Protect, Repair and Strengthen","https://www.amazon.com/gp/customer-reviews/RS7F1EH7OA3KE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 11, 2021",""
"United States","🇺🇸","2021-08-31","false","85","B095Z57SV9","4","I love sensodyne for protecting my teeth, but not so much for whitening, I've seen no change in my teeth color, but still love this toothpaste.",,,,"","No change","https://www.amazon.com/gp/customer-reviews/RYX9KLLES0L8C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 31, 2021",""
"United States","🇺🇸","2021-08-11","false","86","B095Z57SV9","5","My dental hygienist thinks highly of the Sensodyne brand and recommended it, and it's been one of my preferred brands of toothpaste since I tried it.This Sensodyne ""Repair & Protect"" whitening toothpaste has a pleasant flavor and it's especially good for those with sensitive teeth.  The whitening effect is mild,  but I prefer that anyway since too many abrasives can be bad for tooth enamel.  If you have recessed gums and prefer to avoid whitening toothpastes altogether, the ""Repair & Protect"" line also comes in ""Mint"" and ""Extra Fresh"" flavors that don't claim whitening effects.The current product photo shows the ""Whitening"" variety, but the title says ""Clean & Fresh"" and I received that (so the title is more accurate than the photo).It uses stannous fluoride rather than sodium fluoride. Sodium fluoride is more commonly found in toothpastes but stannous fluoride be better for fighting bacteria and protecting gums.",,,,"","plays well with sensitive teeth, uses stannous fluoride rather than sodium fluoride","https://www.amazon.com/gp/customer-reviews/R1G0YSXOMJDW4Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 11, 2021",""
"United States","🇺🇸","2021-07-29","false","87","B095Z57SV9","5","I haven't been able to find anything that works as well as Sensodyne.  If you have sensitivity, this will greatly help.This one is a little different.  It's thicker and grittier than the regular Sensodyne, but it still works well.The flavor is your typical Sensodyne, minty flavor.  It's not offensive or hard to handle in any way.This is one of the best toothpastes you can get if you have sensitive teeth. Certainly worth the money.",,,,"One person found this helpful","Others Just Don't Work As Well","https://www.amazon.com/gp/customer-reviews/RJHQ7GVGZ209D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on July 29, 2021",""
"United States","🇺🇸","2021-08-15","false","88","B095Z57SV9","5","We have made the switch to Sensodyne whitening toothpaste with cavity protection a few years back and will never go back to any other brands. I have very sensitive teeth and have tried countless of different store brands and sensodyne is the only brand that really works for me.Not only does it protects against cavity and sensitibity, but it also keeps my teeth very clean and white looking.All in all, this is my favorite toothpaste and it goes without say that it gets a perfect score from me.","https://m.media-amazon.com/images/I/81SPHXGSWjL._SY88.jpg","https://m.media-amazon.com/images/I/81ttJJICVDL._SY88.jpg","https://m.media-amazon.com/images/I/91vYdrs-tpL._SY88.jpg","One person found this helpful","Our go to toothpaste","https://www.amazon.com/gp/customer-reviews/R164KIK20QAPSZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 15, 2021",""
"United States","🇺🇸","2021-08-13","false","89","B095Z57SV9","5","My dentist recommends this toothpaste to prolong my whitening treatments.The flavor is pleasant.Leaves my teeth feeling clean and defiantly puts an end to ""morning breath"".This formula is meant to repair while protecting sensitive teeth.Do I have sensitive teeth? Nope, but I am over 50 and my teeth have been around a long time. They benefit from the extra repair and protection.Highly recommend this toothpaste, not just for sensitive teeth my whole family uses this formula.",,,,"","Excellent for sensitive teeth to maintain whiting treatment","https://www.amazon.com/gp/customer-reviews/R2O8UH976J8GLH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 13, 2021",""
"United States","🇺🇸","2021-08-05","false","90","B095Z57SV9","5","My wife has used Sensodyne Whitening toothpaste for many years now.  This 4-pack states it is a new ""formula"" but my wife states she can't tell any difference between this and previous tubes from Sensodyne.  That said, she is still a big fan of this brand and the quality product from them.","https://m.media-amazon.com/images/I/815szn6SupL._SY88.jpg","https://m.media-amazon.com/images/I/81elWfZKVdL._SY88.jpg",,"","Same paste as past formula(s)","https://www.amazon.com/gp/customer-reviews/R15CUVXXGTTBVP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 5, 2021",""
"United States","🇺🇸","2021-11-07","true","71","B095Z57SV9","1","This is not the sensodyne that I buy locally. This packaging is different and the consistency of the “paste” is watery.",,,,"","FAKE","https://www.amazon.com/gp/customer-reviews/R17WXJ05NH2ZN5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on November 7, 2021",""
"United States","🇺🇸","2021-10-20","true","72","B095Z57SV9","1","This is not a safe product",,,,"","Fake, dangerous","https://www.amazon.com/gp/customer-reviews/RCQNDOCSN4Z7K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on October 20, 2021",""
"United States","🇺🇸","2022-02-06","false","73","B095Z57SV9","5","The Sensodyne repair & protect whitening toothpaste is made for those with teeth sensitive to temperature, acids, sweets, and contact by actively repairing weakened enamel.  This toothpaste also whitens and works to prevent cavities.This toothpaste is used like any other and gets the job done.  The mild flavor is barely noticeable, unlike the intense flavors of common brands.  I experience tooth sensitivity on rare occasions, and my teeth are a normal shade.  I haven’t noticed any changes after using this toothpaste over the past month.  My tooth enamel probably doesn’t need to be repaired.Whiter teeth would be nice, but I’m more concerned with fighting stains.  As a coffee drinker, I am concerned about staining my teeth.  If my teeth have been whitened, it’s been too gradual for me to notice.I don’t normally use Sensodyne toothpaste but have no concerns about doing so.  This toothpaste works as well as my normal whitening brand.  If you have sensitive teeth, perhaps the Sensodyne repair & protect whitening toothpaste is right for you.► PROS:Protects and repairs teethReduces sensitivityWhitensMild flavor► CONS:None I could find",,,,"","Mild Flavor: A Sensodyne Repair & Protect Whitening Toothpaste Review","https://www.amazon.com/gp/customer-reviews/R9T3JVE5ON9TA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on February 6, 2022",""
"United States","🇺🇸","2021-08-10","false","74","B095Z57SV9","4","Sensodyne Repair & Protect Teeth Whitening Sensitive Toothpaste, Cavity Prevention and Sensitive Teeth Treatment - 3.4oz (Pack of 4)The package of four tubes of toothpaste comes economically packaged in a recyclable cardboard box, with the four retail-packed boxes of toothpaste inside. Inside the individual recyclable cardboard toothpaste box, is a 3.4 oz tube of Sensodyne toothpaste. Right off the bat, I like that these tubes of toothpaste have a larger cap on the end than most do. It's easier to grab onto, and if you're prone to dropping the toothpaste cap into the sink as I am, I discovered this cap is just large enough that it will not go down the typical drain. That's a plus right there because I'm clumsy and drop things like that. Once you've taken the lid off and dropped it in the sink, the top of the tube is sealed for your safety with a small foil-based seal, so you know that your toothpaste has not been tampered with.As far as using the toothpaste, it foams up nicely in your mouth without using a tremendous amount, and it left me feeling that my teeth were clean and didn't have any negative effects or aftertaste as some toothpaste do. I like that The toothpaste, being Sensodyne, helps with sensitive areas, and has additives to not only help whiten your teeth, it's formulated to help prevent cavities as well. I'm sure there's some long scientific reason why that works, I'm just happy that it does.",,,,"","Leaves your mouth feeling clean","https://www.amazon.com/gp/customer-reviews/R3QTMFSUH7588F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 10, 2021",""
"United States","🇺🇸","2022-03-25","false","75","B095Z57SV9","5","Refrescante",,,,"","Exceeds my expectations","https://www.amazon.com/gp/customer-reviews/R3NIM3RJ2S7IBS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on March 25, 2022",""
"United States","🇺🇸","2021-08-12","false","76","B095Z57SV9","4","PACKAGING: Tubes have large caps so that they stand up - 5 stars for the tubes!!!! The product dispenses easily - actually a little too easily - a soft touch gives you the most control on how much goes on your brush.DIRECTIONS: The directions indicate that the user should put an INCH of paste on their brush 😮😣 which goes against the ADA's recommendation of a pea sized amount is all you need. If you don't eat peas, you know how big a plain M&M is? That's how much toothpaste you need. Too much fluoride is bad for you. I have to dock a star for those bad instructions. It's like shampoo that tells you to wash your hair twice.FLAVOR: Nice, minty flavor that's not too strong.MOUTH FEEL: A little goes a long way. This stuff foams up in your mouth and coats all your teeth. If you use a sonic toothbrush it will foam up even more.EFFECTIVENESS: When I'm done brushing, my teeth feel clean and my dentist recommends this for sensitive gums. Since I've been using this, my gums are less sensitive but that happens slowly over time not after just one brushing.",,,,"","Helps with sensitive gums, leaves teeth clean.","https://www.amazon.com/gp/customer-reviews/R11YADBXOH0IJM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 12, 2021",""
"United States","🇺🇸","2021-08-04","false","77","B095Z57SV9","4","I've been trying a bunch of different toothpastes to see which one works the best for me. This toothpaste is pretty on par with the ones that I have tried. What I like about this one is how Sensodyne always have tubes that feel more premium and it isn't overpowering of taste in mouth.Quality:This product is a little minty but not overpowering. It is enough for you to feel that your teeth is cleaned. I also noticed that spots of sensitivity in my mouth are slightly gone because of this toothpaste after using it for a week. I have not really noticed anything different with the whitening though.Overall, it's an okay product.",,,,"","Pretty Decent Toothpaste","https://www.amazon.com/gp/customer-reviews/R9EK1U8BNJ2OV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 4, 2021",""
"United States","🇺🇸","2021-08-22","false","78","B095Z57SV9","4","I am a jaw clencher and teeth grinder and it has left me with sensitive gums and teeth. I was pretty skeptical about this toothpaste but am so happy I found and even happier it is a multi pack because I dont think I can live without it. It truly stops the cold from piercing the top of my teeth near my gums - I would use it just for that BUT it actually helps whiten my teeth too - I would say after a week it was pretty noticeable. It is lighter than a regular paste and some days I brush first with aquafresh then this but all around it is great! Tastes good too!",,,,"","Teeth grinder’s best friend","https://www.amazon.com/gp/customer-reviews/R2A60Z5EV06ANF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 22, 2021",""
"United States","🇺🇸","2021-10-14","false","79","B095Z57SV9","4","We have been long time Sensodyne users is so it didn't take much to sell us on this. This is the repair and protect and so far it seems to be doing a great job. My spouse has sensitive teeth and swears by this. It tastes pretty good and it's not gritty or anything like that. I don't necessarily notice any whitening but my teeth are fairly white anyway. I like that you can stand it on end and it's perfect for everyday.",,,,"One person found this helpful","Works well, my spouse swears by it.","https://www.amazon.com/gp/customer-reviews/R2Q7NKG33DJW5I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on October 14, 2021",""
"United States","🇺🇸","2021-08-30","false","80","B095Z57SV9","5","I've been using Sensodyne whitening toothpaste for a couple of weeks and it seems to provide clean-feeling teeth comparable to both Crest and Colgate pastes.  While I don't notice a huge difference in feeling while I'm brushing, my teeth and gums don't throb when I rinse with cold water so there must be some nerve-dulling agent that helps.  The paste is a cream-colored variety with very light grit so it's similar other pastes, possibly less gritty.  The taste is pleasant enough if you like peppermint.  I find it's as good if not better than other brands and leaves my mouth feeling pretty fresh when I spit it out after brushing.I haven't noticed increased whitening of my teeth but I assume any difference would take many brushings and I haven't been using enough to comment.  If I do notice a brightening smile I will edit this review to make note of the change.  Overall, Sensodyne appears to work as well as other brands I've tried including Crest, Colgate, and Aqua-Fresh.",,,,"","My teeth feel clean.","https://www.amazon.com/gp/customer-reviews/R2HRC6IMTIFF2A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z57SV9","Reviewed in the United States 🇺🇸 on August 30, 2021",""
